#===========================================================
#Electricity production in the European Union by source
#
#Source:
#[1] Yearly electricity data
#
#    EMBER
#    https://ember-energy.org/data/yearly-electricity-data/
#    (Accessed on 11 March 2025)
#
#Available under CC-BY-4.0
#https://ember-energy.org/creative-commons/
#https://creativecommons.org/licenses/by/4.0/deed.en
#
#Values are in TWh/Year
#===========================================================
Country,Year,Source,Value
Croatia,2011,Solar,0.0
Croatia,2011,Wind,0.2
Croatia,2012,Bioenergy,0.09
Croatia,2012,Coal,2.24
Croatia,2012,Gas,2.51
Croatia,2012,Hydro,4.84
Croatia,2012,Nuclear,0.0
Croatia,2012,Other Fossil,0.56
Croatia,2012,Other Renewables,0.0
Croatia,2012,Solar,0.0
Croatia,2012,Wind,0.33
Croatia,2013,Bioenergy,0.13
Croatia,2013,Coal,2.42
Croatia,2013,Gas,2.02
Croatia,2013,Hydro,8.62
Croatia,2013,Nuclear,0.0
Croatia,2013,Other Fossil,0.22
Croatia,2013,Other Renewables,0.0
Croatia,2013,Solar,0.01
Croatia,2013,Wind,0.52
Croatia,2014,Bioenergy,0.16
Croatia,2014,Coal,2.37
Croatia,2014,Gas,1.0
Croatia,2014,Hydro,9.01
Croatia,2014,Nuclear,0.0
Croatia,2014,Other Fossil,0.12
Croatia,2014,Other Renewables,0.0
Croatia,2014,Solar,0.04
Croatia,2014,Wind,0.73
Croatia,2015,Bioenergy,0.27
Croatia,2015,Coal,2.31
Croatia,2015,Gas,1.2
Croatia,2015,Hydro,6.39
Croatia,2015,Nuclear,0.0
Croatia,2015,Other Fossil,0.21
Croatia,2015,Other Renewables,0.0
Croatia,2015,Solar,0.06
Croatia,2015,Wind,0.8
Croatia,2016,Bioenergy,0.43
Croatia,2016,Coal,2.6
Croatia,2016,Gas,1.59
Croatia,2016,Hydro,6.85
Croatia,2016,Nuclear,0.0
Croatia,2016,Other Fossil,0.05
Croatia,2016,Other Renewables,0.0
Croatia,2016,Solar,0.07
Croatia,2016,Wind,1.01
Croatia,2017,Bioenergy,0.53
Croatia,2017,Coal,1.37
Croatia,2017,Gas,3.09
Croatia,2017,Hydro,5.31
Croatia,2017,Nuclear,0.0
Croatia,2017,Other Fossil,0.19
Croatia,2017,Other Renewables,0.0
Croatia,2017,Solar,0.08
Croatia,2017,Wind,1.2
Croatia,2018,Bioenergy,0.67
Croatia,2018,Coal,1.45
Croatia,2018,Gas,2.25
Croatia,2018,Hydro,7.7
Croatia,2018,Nuclear,0.0
Croatia,2018,Other Fossil,0.04
Croatia,2018,Other Renewables,0.0
Croatia,2018,Solar,0.07
Croatia,2018,Wind,1.34
Croatia,2019,Bioenergy,0.88
Croatia,2019,Coal,1.64
Croatia,2019,Gas,2.63
Croatia,2019,Hydro,5.83
Croatia,2019,Nuclear,0.0
Croatia,2019,Other Fossil,0.03
Croatia,2019,Other Renewables,0.09
Croatia,2019,Solar,0.08
Croatia,2019,Wind,1.47
Croatia,2020,Bioenergy,0.98
Croatia,2020,Coal,1.22
Croatia,2020,Gas,3.44
Croatia,2020,Hydro,5.66
Croatia,2020,Nuclear,0.0
Croatia,2020,Other Fossil,0.02
Croatia,2020,Other Renewables,0.09
Croatia,2020,Solar,0.1
Croatia,2020,Wind,1.72
Croatia,2021,Bioenergy,1.1
Croatia,2021,Coal,1.46
Croatia,2021,Gas,3.1
Croatia,2021,Hydro,7.13
Croatia,2021,Nuclear,0.0
Croatia,2021,Other Fossil,0.02
Croatia,2021,Other Renewables,0.09
Croatia,2021,Solar,0.15
Croatia,2021,Wind,2.06
Croatia,2022,Bioenergy,1.13
Croatia,2022,Coal,1.56
Croatia,2022,Gas,3.51
Croatia,2022,Hydro,5.46
Croatia,2022,Nuclear,0.0
Croatia,2022,Other Fossil,0.08
Croatia,2022,Other Renewables,0.07
Croatia,2022,Solar,0.15
Croatia,2022,Wind,2.14
Croatia,2023,Bioenergy,1.05
Croatia,2023,Coal,1.33
Croatia,2023,Gas,3.86
Croatia,2023,Hydro,8.16
Croatia,2023,Nuclear,0.0
Croatia,2023,Other Fossil,0.02
Croatia,2023,Other Renewables,0.02
Croatia,2023,Solar,0.41
Croatia,2023,Wind,2.38
Croatia,2024,Bioenergy,1.04
Croatia,2024,Coal,0.85
Croatia,2024,Gas,3.32
Croatia,2024,Hydro,6.79
Croatia,2024,Nuclear,0.0
Croatia,2024,Other Fossil,0.0
Croatia,2024,Other Renewables,0.03
Croatia,2024,Solar,0.86
Croatia,2024,Wind,2.47
Cyprus,2000,Bioenergy,0.0
Cyprus,2000,Coal,0.0
Cyprus,2000,Gas,0.0
Cyprus,2000,Hydro,0.0
Cyprus,2000,Nuclear,0.0
Cyprus,2000,Other Fossil,3.37
Cyprus,2000,Other Renewables,0.0
Cyprus,2000,Solar,0.0
Cyprus,2001,Bioenergy,0.0
Cyprus,2001,Coal,0.0
Cyprus,2001,Gas,0.0
Cyprus,2001,Hydro,0.0
Cyprus,2001,Nuclear,0.0
Cyprus,2001,Other Fossil,3.55
Cyprus,2001,Other Renewables,0.0
Cyprus,2001,Solar,0.0
Cyprus,2002,Bioenergy,0.0
Cyprus,2002,Coal,0.0
Cyprus,2002,Gas,0.0
Cyprus,2002,Hydro,0.0
Cyprus,2002,Nuclear,0.0
Cyprus,2002,Other Fossil,3.79
Cyprus,2002,Other Renewables,0.0
Cyprus,2002,Solar,0.0
Cyprus,2003,Bioenergy,0.0
Cyprus,2003,Coal,0.0
Cyprus,2003,Gas,0.0
Cyprus,2003,Hydro,0.0
Cyprus,2003,Nuclear,0.0
Cyprus,2003,Other Fossil,4.05
Cyprus,2003,Other Renewables,0.0
Cyprus,2003,Solar,0.0
Cyprus,2004,Bioenergy,0.0
Cyprus,2004,Coal,0.0
Cyprus,2004,Gas,0.0
Cyprus,2004,Hydro,0.0
Cyprus,2004,Nuclear,0.0
Cyprus,2004,Other Fossil,4.2
Cyprus,2004,Other Renewables,0.0
Cyprus,2004,Solar,0.0
Cyprus,2004,Wind,0.0
Cyprus,2005,Bioenergy,0.0
Cyprus,2005,Coal,0.0
Cyprus,2005,Gas,0.0
Cyprus,2005,Hydro,0.0
Cyprus,2005,Nuclear,0.0
Cyprus,2005,Other Fossil,4.38
Cyprus,2005,Other Renewables,0.0
Cyprus,2005,Solar,0.0
Cyprus,2005,Wind,0.0
Cyprus,2006,Bioenergy,0.0
Cyprus,2006,Coal,0.0
Cyprus,2006,Gas,0.0
Cyprus,2006,Hydro,0.0
Cyprus,2006,Nuclear,0.0
Cyprus,2006,Other Fossil,4.65
Cyprus,2006,Other Renewables,0.0
Cyprus,2006,Solar,0.0
Cyprus,2006,Wind,0.0
Cyprus,2007,Bioenergy,0.0
Cyprus,2007,Coal,0.0
Cyprus,2007,Gas,0.0
Cyprus,2007,Hydro,0.0
Cyprus,2007,Nuclear,0.0
Cyprus,2007,Other Fossil,4.87
Cyprus,2007,Other Renewables,0.0
Cyprus,2007,Solar,0.0
Cyprus,2007,Wind,0.0
Cyprus,2008,Bioenergy,0.01
Cyprus,2008,Coal,0.0
Cyprus,2008,Gas,0.0
Cyprus,2008,Hydro,0.0
Cyprus,2008,Nuclear,0.0
Cyprus,2008,Other Fossil,5.06
Cyprus,2008,Other Renewables,0.0
Cyprus,2008,Solar,0.0
Cyprus,2008,Wind,0.0
Cyprus,2009,Bioenergy,0.03
Cyprus,2009,Coal,0.0
Cyprus,2009,Gas,0.0
Cyprus,2009,Hydro,0.0
Cyprus,2009,Nuclear,0.0
Cyprus,2009,Other Fossil,5.18
Cyprus,2009,Other Renewables,0.0
Cyprus,2009,Solar,0.0
Cyprus,2009,Wind,0.0
Cyprus,2010,Bioenergy,0.04
Cyprus,2010,Coal,0.0
Cyprus,2010,Gas,0.0
Cyprus,2010,Hydro,0.0
Cyprus,2010,Nuclear,0.0
Cyprus,2010,Other Fossil,5.25
Cyprus,2010,Other Renewables,0.0
Cyprus,2010,Solar,0.01
Cyprus,2010,Wind,0.03
Cyprus,2011,Bioenergy,0.05
Cyprus,2011,Coal,0.0
Cyprus,2011,Gas,0.0
Cyprus,2011,Hydro,0.0
Cyprus,2011,Nuclear,0.0
Cyprus,2011,Other Fossil,4.75
Cyprus,2011,Other Renewables,0.0
Cyprus,2011,Solar,0.01
Cyprus,2011,Wind,0.11
Cyprus,2012,Bioenergy,0.05
Cyprus,2012,Coal,0.0
Cyprus,2012,Gas,0.0
Cyprus,2012,Hydro,0.0
Cyprus,2012,Nuclear,0.0
Cyprus,2012,Other Fossil,4.46
Cyprus,2012,Other Renewables,0.0
Cyprus,2012,Solar,0.02
Cyprus,2012,Wind,0.19
Cyprus,2013,Bioenergy,0.05
Cyprus,2013,Coal,0.0
Cyprus,2013,Gas,0.0
Cyprus,2013,Hydro,0.0
Cyprus,2013,Nuclear,0.0
Cyprus,2013,Other Fossil,3.96
Cyprus,2013,Other Renewables,0.0
Cyprus,2013,Solar,0.05
Cyprus,2013,Wind,0.23
Cyprus,2014,Bioenergy,0.05
Cyprus,2014,Coal,0.0
Cyprus,2014,Gas,0.0
Cyprus,2014,Hydro,0.0
Cyprus,2014,Nuclear,0.0
Cyprus,2014,Other Fossil,4.03
Cyprus,2014,Other Renewables,0.0
Cyprus,2014,Solar,0.08
Cyprus,2014,Wind,0.18
Cyprus,2015,Bioenergy,0.05
Cyprus,2015,Coal,0.0
Cyprus,2015,Gas,0.0
Cyprus,2015,Hydro,0.0
Cyprus,2015,Nuclear,0.0
Cyprus,2015,Other Fossil,4.14
Cyprus,2015,Other Renewables,0.0
Cyprus,2015,Solar,0.13
Cyprus,2015,Wind,0.22
Cyprus,2016,Bioenergy,0.05
Cyprus,2016,Coal,0.0
Cyprus,2016,Gas,0.0
Cyprus,2016,Hydro,0.0
Cyprus,2016,Nuclear,0.0
Cyprus,2016,Other Fossil,4.46
Cyprus,2016,Other Renewables,0.0
Cyprus,2016,Solar,0.15
Cyprus,2016,Wind,0.23
Cyprus,2017,Bioenergy,0.05
Cyprus,2017,Coal,0.0
Cyprus,2017,Gas,0.0
Cyprus,2017,Hydro,0.0
Cyprus,2017,Nuclear,0.0
Cyprus,2017,Other Fossil,4.57
Cyprus,2017,Other Renewables,0.0
Cyprus,2017,Solar,0.17
Cyprus,2017,Wind,0.21
Cyprus,2018,Bioenergy,0.06
Cyprus,2018,Coal,0.0
Cyprus,2018,Gas,0.0
Cyprus,2018,Hydro,0.0
Cyprus,2018,Nuclear,0.0
Cyprus,2018,Other Fossil,4.58
Cyprus,2018,Other Renewables,0.0
Cyprus,2018,Solar,0.2
Cyprus,2018,Wind,0.22
Cyprus,2019,Bioenergy,0.06
Cyprus,2019,Coal,0.0
Cyprus,2019,Gas,0.0
Cyprus,2019,Hydro,0.0
Cyprus,2019,Nuclear,0.0
Cyprus,2019,Other Fossil,4.63
Cyprus,2019,Other Renewables,0.0
Cyprus,2019,Solar,0.22
Cyprus,2019,Wind,0.24
Cyprus,2020,Bioenergy,0.06
Cyprus,2020,Coal,0.0
Cyprus,2020,Gas,0.0
Cyprus,2020,Hydro,0.0
Cyprus,2020,Nuclear,0.0
Cyprus,2020,Other Fossil,4.25
Cyprus,2020,Other Renewables,0.0
Cyprus,2020,Solar,0.3
Cyprus,2020,Wind,0.24
Cyprus,2021,Bioenergy,0.06
Cyprus,2021,Coal,0.0
Cyprus,2021,Gas,0.0
Cyprus,2021,Hydro,0.0
Cyprus,2021,Nuclear,0.0
Cyprus,2021,Other Fossil,4.34
Cyprus,2021,Other Renewables,0.0
Cyprus,2021,Solar,0.47
Cyprus,2021,Wind,0.25
Cyprus,2022,Bioenergy,0.06
Cyprus,2022,Coal,0.0
Cyprus,2022,Gas,0.0
Cyprus,2022,Hydro,0.0
Cyprus,2022,Nuclear,0.0
Cyprus,2022,Other Fossil,4.38
Cyprus,2022,Other Renewables,0.0
Cyprus,2022,Solar,0.6
Cyprus,2022,Wind,0.22
Cyprus,2023,Bioenergy,0.05
Cyprus,2023,Coal,0.0
Cyprus,2023,Gas,0.0
Cyprus,2023,Hydro,0.0
Cyprus,2023,Nuclear,0.0
Cyprus,2023,Other Fossil,4.24
Cyprus,2023,Other Renewables,0.0
Cyprus,2023,Solar,0.83
Cyprus,2023,Wind,0.19
Cyprus,2024,Bioenergy,0.05
Cyprus,2024,Coal,0.0
Cyprus,2024,Gas,0.0
Cyprus,2024,Hydro,0.0
Cyprus,2024,Nuclear,0.0
Cyprus,2024,Other Fossil,4.36
Cyprus,2024,Other Renewables,0.0
Cyprus,2024,Solar,1.11
Cyprus,2024,Wind,0.2
Czechia,2000,Bioenergy,0.52
Czechia,2000,Coal,52.75
Czechia,2000,Gas,1.69
Czechia,2000,Hydro,1.76
Czechia,2000,Nuclear,13.59
Czechia,2000,Other Fossil,2.59
Czechia,2000,Other Renewables,0.0
Czechia,2000,Solar,0.0
Czechia,2000,Wind,0.0
Czechia,2001,Bioenergy,0.52
Czechia,2001,Coal,52.59
Czechia,2001,Gas,1.58
Czechia,2001,Hydro,2.05
Czechia,2001,Nuclear,14.75
Czechia,2001,Other Fossil,2.73
Czechia,2001,Other Renewables,0.0
Czechia,2001,Solar,0.0
Czechia,2002,Bioenergy,0.5
Czechia,2002,Coal,49.91
Czechia,2002,Gas,1.61
Czechia,2002,Hydro,2.49
Czechia,2002,Nuclear,18.74
Czechia,2002,Other Fossil,2.75
Czechia,2002,Other Renewables,0.0
Czechia,2002,Solar,0.0
Czechia,2002,Wind,0.0
Czechia,2003,Bioenergy,0.49
Czechia,2003,Coal,50.77
Czechia,2003,Gas,1.58
Czechia,2003,Hydro,1.38
Czechia,2003,Nuclear,25.87
Czechia,2003,Other Fossil,2.7
Czechia,2003,Other Renewables,0.0
Czechia,2003,Solar,0.0
Czechia,2003,Wind,0.0
Czechia,2004,Bioenergy,0.71
Czechia,2004,Coal,50.31
Czechia,2004,Gas,1.54
Czechia,2004,Hydro,2.02
Czechia,2004,Nuclear,26.33
Czechia,2004,Other Fossil,2.87
Czechia,2004,Other Renewables,0.0
Czechia,2004,Solar,0.0
Czechia,2004,Wind,0.01
Czechia,2005,Bioenergy,0.73
Czechia,2005,Coal,49.52
Czechia,2005,Gas,1.47
Czechia,2005,Hydro,2.38
Czechia,2005,Nuclear,24.73
Czechia,2005,Other Fossil,3.08
Czechia,2005,Other Renewables,0.0
Czechia,2005,Solar,0.0
Czechia,2005,Wind,0.02
Czechia,2006,Bioenergy,0.92
Czechia,2006,Coal,49.65
Czechia,2006,Gas,1.57
Czechia,2006,Hydro,2.55
Czechia,2006,Nuclear,26.05
Czechia,2006,Other Fossil,2.87
Czechia,2006,Other Renewables,0.0
Czechia,2006,Solar,0.0
Czechia,2006,Wind,0.05
Czechia,2007,Bioenergy,1.2
Czechia,2007,Coal,53.79
Czechia,2007,Gas,1.37
Czechia,2007,Hydro,2.09
Czechia,2007,Nuclear,26.17
Czechia,2007,Other Fossil,3.02
Czechia,2007,Other Renewables,0.0
Czechia,2007,Solar,0.0
Czechia,2007,Wind,0.13
Czechia,2008,Bioenergy,1.45
Czechia,2008,Coal,48.77
Czechia,2008,Gas,1.02
Czechia,2008,Hydro,2.02
Czechia,2008,Nuclear,26.55
Czechia,2008,Other Fossil,3.22
Czechia,2008,Other Renewables,0.0
Czechia,2008,Solar,0.01
Czechia,2008,Wind,0.24
Czechia,2009,Bioenergy,1.85
Czechia,2009,Coal,45.94
Czechia,2009,Gas,0.98
Czechia,2009,Hydro,2.43
Czechia,2009,Nuclear,27.21
Czechia,2009,Other Fossil,2.85
Czechia,2009,Other Renewables,0.0
Czechia,2009,Solar,0.09
Czechia,2009,Wind,0.29
Czechia,2010,Bioenergy,2.16
Czechia,2010,Coal,46.9
Czechia,2010,Gas,1.38
Czechia,2010,Hydro,2.79
Czechia,2010,Nuclear,28.0
Czechia,2010,Other Fossil,3.03
Czechia,2010,Other Renewables,0.0
Czechia,2010,Solar,0.62
Czechia,2010,Wind,0.34
Czechia,2011,Bioenergy,2.7
Czechia,2011,Coal,46.68
Czechia,2011,Gas,1.41
Czechia,2011,Hydro,1.96
Czechia,2011,Nuclear,28.28
Czechia,2011,Other Fossil,3.03
Czechia,2011,Other Renewables,0.0
Czechia,2011,Solar,2.18
Czechia,2011,Wind,0.4
Czechia,2012,Bioenergy,3.37
Czechia,2012,Coal,43.98
Czechia,2012,Gas,1.49
Czechia,2012,Hydro,2.13
Czechia,2012,Nuclear,30.32
Czechia,2012,Other Fossil,2.72
Czechia,2012,Other Renewables,0.0
Czechia,2012,Solar,2.15
Czechia,2012,Wind,0.42
Czechia,2013,Bioenergy,4.06
Czechia,2013,Coal,41.12
Czechia,2013,Gas,2.04
Czechia,2013,Hydro,2.73
Czechia,2013,Nuclear,30.75
Czechia,2013,Other Fossil,2.7
Czechia,2013,Other Renewables,0.0
Czechia,2013,Solar,2.03
Czechia,2013,Wind,0.48
Czechia,2014,Bioenergy,4.66
Czechia,2014,Coal,40.73
Czechia,2014,Gas,1.82
Czechia,2014,Hydro,1.91
Czechia,2014,Nuclear,30.33
Czechia,2014,Other Fossil,2.93
Czechia,2014,Other Renewables,0.0
Czechia,2014,Solar,2.12
Czechia,2014,Wind,0.48
Czechia,2015,Bioenergy,4.79
Czechia,2015,Coal,41.14
Czechia,2015,Gas,2.28
Czechia,2015,Hydro,1.79
Czechia,2015,Nuclear,26.84
Czechia,2015,Other Fossil,2.82
Czechia,2015,Other Renewables,0.0
Czechia,2015,Solar,2.26
Czechia,2015,Wind,0.57
Czechia,2016,Bioenergy,4.76
Czechia,2016,Coal,41.97
Czechia,2016,Gas,3.73
Czechia,2016,Hydro,2.0
Czechia,2016,Nuclear,24.1
Czechia,2016,Other Fossil,2.81
Czechia,2016,Other Renewables,0.0
Czechia,2016,Solar,2.13
Czechia,2016,Wind,0.5
Czechia,2017,Bioenergy,4.97
Czechia,2017,Coal,41.44
Czechia,2017,Gas,3.7
Czechia,2017,Hydro,1.87
Czechia,2017,Nuclear,28.34
Czechia,2017,Other Fossil,2.65
Czechia,2017,Other Renewables,0.0
Czechia,2017,Solar,2.2
Czechia,2017,Wind,0.59
Czechia,2018,Bioenergy,4.83
Czechia,2018,Coal,41.2
Czechia,2018,Gas,3.77
Czechia,2018,Hydro,1.63
Czechia,2018,Nuclear,29.92
Czechia,2018,Other Fossil,2.52
Czechia,2018,Other Renewables,0.0
Czechia,2018,Solar,2.36
Czechia,2018,Wind,0.61
Czechia,2019,Bioenergy,5.03
Czechia,2019,Coal,37.33
Czechia,2019,Gas,5.81
Czechia,2019,Hydro,2.01
Czechia,2019,Nuclear,30.25
Czechia,2019,Other Fossil,2.27
Czechia,2019,Other Renewables,0.0
Czechia,2019,Solar,2.32
Czechia,2019,Wind,0.7
Czechia,2020,Bioenergy,5.21
Czechia,2020,Coal,31.0
Czechia,2020,Gas,6.87
Czechia,2020,Hydro,2.14
Czechia,2020,Nuclear,30.04
Czechia,2020,Other Fossil,1.85
Czechia,2020,Other Renewables,0.0
Czechia,2020,Solar,2.29
Czechia,2020,Wind,0.7
Czechia,2021,Bioenergy,5.38
Czechia,2021,Coal,34.18
Czechia,2021,Gas,7.31
Czechia,2021,Hydro,2.41
Czechia,2021,Nuclear,30.73
Czechia,2021,Other Fossil,0.8
Czechia,2021,Other Renewables,0.0
Czechia,2021,Solar,2.25
Czechia,2021,Wind,0.6
Czechia,2022,Bioenergy,5.41
Czechia,2022,Coal,36.88
Czechia,2022,Gas,4.33
Czechia,2022,Hydro,2.09
Czechia,2022,Nuclear,31.02
Czechia,2022,Other Fossil,0.73
Czechia,2022,Other Renewables,0.0
Czechia,2022,Solar,2.63
Czechia,2022,Wind,0.64
Czechia,2023,Bioenergy,5.19
Czechia,2023,Coal,29.94
Czechia,2023,Gas,3.68
Czechia,2023,Hydro,2.36
Czechia,2023,Nuclear,30.41
Czechia,2023,Other Fossil,0.63
Czechia,2023,Other Renewables,0.0
Czechia,2023,Solar,2.89
Czechia,2023,Wind,0.71
Czechia,2024,Bioenergy,5.18
Czechia,2024,Coal,26.67
Czechia,2024,Gas,3.73
Czechia,2024,Hydro,2.61
Czechia,2024,Nuclear,29.75
Czechia,2024,Other Fossil,0.38
Czechia,2024,Other Renewables,0.02
Czechia,2024,Solar,4.0
Czechia,2024,Wind,0.68
Denmark,2000,Bioenergy,1.3
Denmark,2000,Coal,16.67
Denmark,2000,Gas,8.77
Denmark,2000,Hydro,0.03
Denmark,2000,Nuclear,0.0
Denmark,2000,Other Fossil,4.84
Denmark,2000,Other Renewables,0.0
Denmark,2000,Solar,0.0
Denmark,2000,Wind,4.24
Denmark,2001,Bioenergy,1.51
Denmark,2001,Coal,17.82
Denmark,2001,Gas,9.27
Denmark,2001,Hydro,0.03
Denmark,2001,Nuclear,0.0
Denmark,2001,Other Fossil,4.6
Denmark,2001,Other Renewables,0.0
Denmark,2001,Solar,0.0
Denmark,2001,Wind,4.31
Denmark,2002,Bioenergy,1.88
Denmark,2002,Coal,18.26
Denmark,2002,Gas,9.59
Denmark,2002,Hydro,0.03
Denmark,2002,Nuclear,0.0
Denmark,2002,Other Fossil,4.46
Denmark,2002,Other Renewables,0.0
Denmark,2002,Solar,0.0
Denmark,2002,Wind,4.88
Denmark,2003,Bioenergy,2.49
Denmark,2003,Coal,25.31
Denmark,2003,Gas,9.76
Denmark,2003,Hydro,0.02
Denmark,2003,Nuclear,0.0
Denmark,2003,Other Fossil,2.83
Denmark,2003,Other Renewables,0.0
Denmark,2003,Solar,0.0
Denmark,2003,Wind,5.56
Denmark,2004,Bioenergy,2.91
Denmark,2004,Coal,18.67
Denmark,2004,Gas,9.94
Denmark,2004,Hydro,0.03
Denmark,2004,Nuclear,0.0
Denmark,2004,Other Fossil,2.1
Denmark,2004,Other Renewables,0.0
Denmark,2004,Solar,0.0
Denmark,2004,Wind,6.59
Denmark,2005,Bioenergy,3.17
Denmark,2005,Coal,15.46
Denmark,2005,Gas,8.78
Denmark,2005,Hydro,0.02
Denmark,2005,Nuclear,0.0
Denmark,2005,Other Fossil,2.04
Denmark,2005,Other Renewables,0.0
Denmark,2005,Solar,0.0
Denmark,2005,Wind,6.61
Denmark,2006,Bioenergy,3.07
Denmark,2006,Coal,24.57
Denmark,2006,Gas,9.4
Denmark,2006,Hydro,0.02
Denmark,2006,Nuclear,0.0
Denmark,2006,Other Fossil,2.28
Denmark,2006,Other Renewables,0.0
Denmark,2006,Solar,0.0
Denmark,2006,Wind,6.1
Denmark,2007,Bioenergy,3.1
Denmark,2007,Coal,19.89
Denmark,2007,Gas,7.04
Denmark,2007,Hydro,0.03
Denmark,2007,Nuclear,0.0
Denmark,2007,Other Fossil,1.91
Denmark,2007,Other Renewables,0.0
Denmark,2007,Solar,0.0
Denmark,2007,Wind,7.17
Denmark,2008,Bioenergy,3.14
Denmark,2008,Coal,17.46
Denmark,2008,Gas,7.08
Denmark,2008,Hydro,0.03
Denmark,2008,Nuclear,0.0
Denmark,2008,Other Fossil,1.84
Denmark,2008,Other Renewables,0.0
Denmark,2008,Solar,0.0
Denmark,2008,Wind,6.93
Denmark,2009,Bioenergy,3.32
Denmark,2009,Coal,17.69
Denmark,2009,Gas,6.67
Denmark,2009,Hydro,0.02
Denmark,2009,Nuclear,0.0
Denmark,2009,Other Fossil,1.82
Denmark,2009,Other Renewables,0.0
Denmark,2009,Solar,0.0
Denmark,2009,Wind,6.73
Denmark,2010,Bioenergy,4.59
Denmark,2010,Coal,17.01
Denmark,2010,Gas,7.91
Denmark,2010,Hydro,0.02
Denmark,2010,Nuclear,0.0
Denmark,2010,Other Fossil,1.4
Denmark,2010,Other Renewables,0.0
Denmark,2010,Solar,0.01
Denmark,2010,Wind,7.81
Denmark,2011,Bioenergy,4.37
Denmark,2011,Coal,13.98
Denmark,2011,Gas,5.84
Denmark,2011,Hydro,0.02
Denmark,2011,Nuclear,0.0
Denmark,2011,Other Fossil,1.12
Denmark,2011,Other Renewables,0.0
Denmark,2011,Solar,0.01
Denmark,2011,Wind,9.77
Denmark,2012,Bioenergy,4.45
Denmark,2012,Coal,10.54
Denmark,2012,Gas,4.19
Denmark,2012,Hydro,0.02
Denmark,2012,Nuclear,0.0
Denmark,2012,Other Fossil,1.0
Denmark,2012,Other Renewables,0.0
Denmark,2012,Solar,0.1
Denmark,2012,Wind,10.27
Denmark,2013,Bioenergy,4.31
Denmark,2013,Coal,14.29
Denmark,2013,Gas,3.42
Denmark,2013,Hydro,0.01
Denmark,2013,Nuclear,0.0
Denmark,2013,Other Fossil,0.94
Denmark,2013,Other Renewables,0.0
Denmark,2013,Solar,0.52
Denmark,2013,Wind,11.12
Denmark,2014,Bioenergy,4.29
Denmark,2014,Coal,11.06
Denmark,2014,Gas,2.1
Denmark,2014,Hydro,0.02
Denmark,2014,Nuclear,0.0
Denmark,2014,Other Fossil,0.89
Denmark,2014,Other Renewables,0.0
Denmark,2014,Solar,0.6
Denmark,2014,Wind,13.08
Denmark,2015,Bioenergy,4.18
Denmark,2015,Coal,7.11
Denmark,2015,Gas,1.82
Denmark,2015,Hydro,0.02
Denmark,2015,Nuclear,0.0
Denmark,2015,Other Fossil,0.92
Denmark,2015,Other Renewables,0.0
Denmark,2015,Solar,0.6
Denmark,2015,Wind,14.13
Denmark,2016,Bioenergy,4.85
Denmark,2016,Coal,8.87
Denmark,2016,Gas,2.26
Denmark,2016,Hydro,0.02
Denmark,2016,Nuclear,0.0
Denmark,2016,Other Fossil,0.88
Denmark,2016,Other Renewables,0.0
Denmark,2016,Solar,0.74
Denmark,2016,Wind,12.78
Denmark,2017,Bioenergy,6.25
Denmark,2017,Coal,6.21
Denmark,2017,Gas,2.02
Denmark,2017,Hydro,0.02
Denmark,2017,Nuclear,0.0
Denmark,2017,Other Fossil,0.87
Denmark,2017,Other Renewables,0.0
Denmark,2017,Solar,0.75
Denmark,2017,Wind,14.78
Denmark,2018,Bioenergy,5.89
Denmark,2018,Coal,6.57
Denmark,2018,Gas,2.07
Denmark,2018,Hydro,0.01
Denmark,2018,Nuclear,0.0
Denmark,2018,Other Fossil,0.82
Denmark,2018,Other Renewables,0.0
Denmark,2018,Solar,0.95
Denmark,2018,Wind,13.9
Denmark,2019,Bioenergy,5.94
Denmark,2019,Coal,3.31
Denmark,2019,Gas,2.1
Denmark,2019,Hydro,0.02
Denmark,2019,Nuclear,0.0
Denmark,2019,Other Fossil,0.89
Denmark,2019,Other Renewables,0.0
Denmark,2019,Solar,0.96
Denmark,2019,Wind,16.15
Denmark,2020,Bioenergy,5.92
Denmark,2020,Coal,3.06
Denmark,2020,Gas,1.18
Denmark,2020,Hydro,0.02
Denmark,2020,Nuclear,0.0
Denmark,2020,Other Fossil,0.89
Denmark,2020,Other Renewables,0.0
Denmark,2020,Solar,1.18
Denmark,2020,Wind,16.33
Denmark,2021,Bioenergy,8.72
Denmark,2021,Coal,4.37
Denmark,2021,Gas,1.54
Denmark,2021,Hydro,0.02
Denmark,2021,Nuclear,0.0
Denmark,2021,Other Fossil,0.91
Denmark,2021,Other Renewables,0.0
Denmark,2021,Solar,1.31
Denmark,2021,Wind,16.05
Denmark,2022,Bioenergy,7.27
Denmark,2022,Coal,4.43
Denmark,2022,Gas,1.02
Denmark,2022,Hydro,0.01
Denmark,2022,Nuclear,0.0
Denmark,2022,Other Fossil,1.03
Denmark,2022,Other Renewables,0.0
Denmark,2022,Solar,2.2
Denmark,2022,Wind,19.03
Denmark,2023,Bioenergy,6.44
Denmark,2023,Coal,2.53
Denmark,2023,Gas,1.0
Denmark,2023,Hydro,0.02
Denmark,2023,Nuclear,0.0
Denmark,2023,Other Fossil,0.85
Denmark,2023,Other Renewables,0.0
Denmark,2023,Solar,3.36
Denmark,2023,Wind,19.51
Denmark,2024,Bioenergy,6.68
Denmark,2024,Coal,2.5
Denmark,2024,Gas,0.9
Denmark,2024,Hydro,0.02
